title,user,sentence,score
범죄도시2,user_3824,"액션 좋고, 중간 중간 코믹까지 볼만한 영화입니다.하지만 왜 15세 관람가죠? 저만 그런지 몰라도 썸뜩함이 느껴져요.(잔인한장면)19금이라면 10점, 15이상이면 1점....자녀들이 보기에는 비추",1
범죄도시2,user_3996,손석구보러갔는데 강해상만 있네요…,10
범죄도시2,user_2820,가볍게 볼만했어요 중간중간 유머가 자꾸 생각나서 피식하는중,7
범죄도시2,user_2995,손석구 배우 팬이라서 개봉날 가서 봤는데 너무 잼있었어요^^ 손석구 배우 스크린에서 보는 맛으로라도 10점 충분함!,10
범죄도시2,user_3736,너무잼있는데요? 악역도 장첸을 까먹을정도로 미친 몰입감이고 형사님들 배우교체안되서 오히려 몰입도도높고 무엇보다 액션이 ㄷㄷㄷ 캡틴아메리카인줄 ㄷㄷㄷ,10
범죄도시2,user_8781,길가메시 찍고 오더니 이젠 대놓고 히어로 장르,8
범죄도시2,user_8553,넘 재밋어요! 지루할 틈이 없었어요믿고보는 마동석 마블리??,10
매스,user_5977,요즘 대화만으로 영화를 이끌어나가는 이런류의 영화가 심심치 않게 나와서인지 새롭지도 않고 그다지 흥미를 끌지 못하는것 같음,6
모비우스,user_4445,와... EBS 펭수 보는게 더 잼있네... ,2
범죄도시2,user_5193,2탄은 무조건 기대안했다 오랜만에 마블리나보러갈까하고 가볍게 봤다 나의 착각이었네1편은 잔인하고 지저분 했지만2편은 깔끔하고 통쾌하고 오래묵은 체증은내려갔다우리 동석씽~최고다!넘 멋져서 나도 모르게보는내내 와와~했네3탄 가즈아!!!,10
범죄도시2,user_9490,장첸보다 강력한 강해상! 마동석배우는 말 할 것도 없고 손석구배우 포함 모두 연기 만점!! 더운 날씨에 시원한 사이다 원하신다면 꼭 보세요!,10
범죄도시2,user_1871,기본만해도 흥행하는 한국영화영화감독이 개꿀직업,6
범죄도시2,user_3176,통쾌 그자체! 믿고보는 마동석님,10
범죄도시2,user_7621,아주 볼만함~타격감 지리구요~ㅎ,10
범죄도시2,user_2019,걸음걸이가 딱 구씨 ㅋㅋㅋㅋ,10
범죄도시2,user_7672,범죄도시2 마형사님이 착한편 우리편이라서 다행이다.,10
매스,user_2979,보는 내내 역겨웠다. 속이 매스꺼웠다. 진실을 알고 싶었지만 진실을 접하니 거부감이 밀려왔다. 조금이라도 자리에 더 있기 힘들었다,9
범죄도시2,user_1053,웃음소리 가득한 영화관에서너무 즐거웠어요!3편도 기대합니당!,10
닥터 스트레인지: 대혼돈의 멀티버스,user_1733,시간 순삭이었어요.ㅎㅎ,10
범죄도시2,user_6309,개인적으로 1보다 2가 더 몰입감있게 재밌게 본거같네요.,10
범죄도시2,user_1446,호불호없음 시간가는줄 모르게 재밌다 ,10
범죄도시2,user_9665,"시간이 너무 후딱 갔어요.배우들 연기좋고, 중간중간 웃을수 있어서 좋고., 좀 잔인했지만, 전 1편보다 좋았어요.마동석의 펀치는 시원했고,구씨의 눈매는 잊혀지질않고ㄷㄷㄷ",10
닥터 스트레인지: 대혼돈의 멀티버스,user_1415,보는 내내 대혼돈이였음.. 완다를 스토리에 억지로 끼워 맞춘거 같음.. 이정도의 능력이면 타노스와 다시 맞짱 떠도 될듯..,6
범죄도시2,user_3917,재밋덩 ~ 재미써!!!!,10
범죄도시2,user_5216,"2편 성공하기 어려운데 기대이상1편 못지 않은 액션, 웃긴 요소가 더 많아 좋았던 범죄도시2 시간 가는 줄 모르고 봤네요",10
범죄도시2,user_6856,시간가는줄모르고 보고웃음포인트도 좋고 재밌어요 !! 꿀잼,10
버블,user_9790,날씨의 아이. 정글북. 인어공주 등을 다 넣은 잡탕밥. 맛있을줄 알았지? ,5
범죄도시2,user_2027,뻔한내용이지만 믿고보는 마동석.장이수ㅋㅋ,10
범죄도시2,user_7490,존잼이였음꼭보셈꼭무조걷,10
범죄도시2,user_4180,2편도 아주 대만족 ^^ 스트레스가 확 풀리네요 ㅋㅋ,10
범죄도시2,user_9314,손석구는 꽃무늬 옷을 입어도 츄리닝을 입어도 간지가 나고 부티가 나요. 눈동자보고 나 신창원인 줄 알았네. 무서워. ,10
범죄도시2,user_5848,그냥 후속작줌 최고!!,10
범죄도시2,user_9482,스토리 전개가 좋고  정말 나쁜놈들 때려잡는 액션도 시원해서 재밌게 잘봤습니다 1편도 재밌게 봤는데 2편이 더 재밌는거 같아요감동은 전혀 고려하지 않고 만든 작품인것 같지면연출 스토리 액션은 아주 시원시원 했습니다 ,9
범죄도시2,user_8029,리클라이너에서 봤는데 너무 재밌어서 나도 모르게 앉아서 보게됨진짜 마동석 사랑해 ㅠ ㅠ ,10
범죄도시2,user_6989,"전 진짜 1보다 더 잼나게 봤어요,, 와 진짜 미쳤다 마동석&amp;손석구 너무 좋아요 ㅠㅠ ",10
범죄도시2,user_5026,타격감쩌는 쳐맞씬!코미디지수상승 등 아주 재밌게 봤네요~연기자분들 연기도 일품이고~^^,10
범죄도시2,user_1766,이제껏 범죄도시1 안보다가 딱! 16일에 보고 18일에 범죄도시2 보러갔다온 저는 진짜 오랜만에 극장에서 껄껄껄 웃다왔네요 ㅎㅎㅎ 관객들 다같이 눈치 안보고 웃으니 더더더 완전 힐링 ㅎㅎㅎ 5:5 물어보면 저는 0 갖고 10 줄랍니다!!! ,10
범죄도시2,user_2892,와 한국 속편 중 최고입니다,10
어카운턴트,user_5416,최근 본 중 제일 재밌음 군더더기 없이 깔끔하다.,10
어부바,user_7774,아이랑 함께 보니잔잔하니 자극적이지 않고 좋았습니다 ,10
범죄도시2,user_7963,군더더기 없이 잼있어요.손석구씨 앞으로의 행보가 기대되네요.,10
범죄도시2,user_7960,"돈 주고 볼만한 한국영화, 범죄도시는 액션 그대로의 날것을 담아서 좋다. 특히 손석구는 마치 한마리의 짐승을 보는 듯 했다.",10
범죄도시2,user_4565,진짜 꿀잼 스트레스 확 풀립니다 강추!,10
분노의 질주: 더 얼티메이트,user_1820,기가차서 말도안나온다.폭주족이  지구지키는건 이제그만하자,6
니 부모 얼굴이 보고 싶다,user_1164,재밌는영화인데 정말...화가나요&amp;gt;&amp;gt;&amp;gt;,10
범죄도시2,user_4627,잼있어요 시간가는줄 모르고 봤어요. 오랜만에 즐거웠어요,10
범죄도시2,user_5901,갓띵작 무조건 보셈 평점 알바들 무시하시고,10
범죄도시2,user_7235,"더 보고 싶었던 영화관 나오고 여운이 남는.. 넘 재밌다 ㅠㅜ 시즌2도 대박이구나, 가족애 동료애 연기에대한 진심이 느껴지고 너무 재밌네요",10
범죄도시2,user_5624,역시 마동석이다 화려한기술보다 근육과 힘으로 제압하는 모습이 멋지다 그리고 마음이 따뜻하고 인질 먼저 구한다는 자세가 좋다 저런 형사가 실제로 있었으면 좋겠다힘도 쎄고 마음도 따뜻한 분!손석구는 그전에 나오던 역활과 너무 다르지만 잔인한 연기도 잘한다 장면들이 잔인하지만 코믹요소도 많아 덜 무섭다이 영화 대박 날거 같다 코로나 끝 무렵 시원한 내용의 영화다,10
범죄도시2,user_1714,닥터스트레인지보다 재밋음,10
범죄도시2,user_8889,생각없이 재밌다 재밌다생각이 잘 안난다,9
매스,user_4399,아무 정보도 없이 보는 것을 추천! 연기력으로는 환상의 팀,9
범죄도시2,user_5134,"15세관람가여서 조금놀랐다. 잔인함을 줄였다했는데 1편과 비슷하다는 느낌이들었다. 스토리는 1편보다는. 방송에서 다뤄던 소재여서 신선함은 없다.마형사의 원맨쇼를 보는듯.(부정적인 얘기는 아니다)1편의 장첸보다 강해상의 지분은 부족해보인다. 1편에서는 장첸(윤계상)외에도 위성락(진선규),양태(김선규)등 눈에 띄는 인물들이 있었는데 2편은 강해상말고는 없다..재미있게는 봤다. 아쉬움이 많이 남아요..",8
범죄도시2,user_1752,1편을 안 보고 봤음에도 재밌었고 중간중간 잔인한 장면들이 있어서 눈 가리고 보긴 했지만 스토리는 영화 내내 재밌었다 웃음 포인트들이 많은 영화! 기대 1도 안 하고 봤는데 계속 웃다 나왔다누구랑 같이 봐도 재밌게 볼 만한 영화인듯 ,9
범죄도시2,user_2597,손석구...손석구...손석구...어제보고 아직도 설레임...,10
범죄도시2,user_1061,진짜 오랜만에 웃으면서 봤네 한번 더 본다,10
범죄도시2,user_1193,내가 무슨 부귀영화를 누리자고 이걸봤다 . 진짜 꼭 봐라 ,10
범죄도시2,user_4375,길가메쉬가 한국와서 경찰하고있는 상황,10
범죄도시2,user_4667,와~~진짜 재밌음!!  1편보다 훨 재밌고 손석구 완전 연기잘하고 섹시함!!  마동석은  말할필요도 없고 간만에 너무 재밌게 영화봄!! 천만 가즈아!!!,10
범죄도시2,user_3037,손석구가섹시하다손석구가연기가지린다손석구가잘생겼다,10
범죄도시2,user_7566,"믿고보는 마동석인데,,, 손석구연기 넘 잘행ㅠ 하드캐리는 장이수인듯,,,",10
닥터 스트레인지: 대혼돈의 멀티버스,user_1753,배우들 연기가 좋고 호러영화 연출이 정말정말 재밌었습니다.,10
범죄도시2,user_1307,아.. 진짜 너무너무 재밌어요! 1초도 지루할 틈이 없습니다. 게다가 1편보다 더 빵빵 터져요~ 진짜 너무 강력추천해요! ,10
"파리, 13구",user_8235,외로움에 관한 평범한 이야기,7
반쪽의 이야기,user_7298,뻔한 로코가 아니라 재미진 감동을 주는 성장드라마,10
뜨거운 피,user_9643,게임의 법칙~ 이후로 제대로 ~정통코리안 느와르~화끈하게 봤어요~,10
범죄도시2,user_8270,그냥 말이 필요없음 개재밌음,10
범죄도시2,user_2471,5:5로 나눌래? 누가 5야?,8
범죄도시2,user_4425,이 정도면 해방일지가 3편 아니냐..,10
범죄도시2,user_2626,"장르는 마블리, 장이수 배우 나온건 신의 한수 ㅋ 요즘 드라마도 재미남. 구씨도 재미남.",8
닥터 스트레인지: 대혼돈의 멀티버스,user_5784,전편들에 비해 조금 지루한면이 있긴했지만..그럭저럭 재밌움...,8
닥터 스트레인지: 대혼돈의 멀티버스,user_1063,공포영화같은 연출도 너무 좋았고 무엇보다 프로페서X가 등장한데 진짜 최고였다,9
챔피언,user_7572,"마동석을 앞세워 &amp;#39;팔씨름&amp;#39; 이라는 소재를 사용한 점은 매우 신선하고 좋았음. 이 영화의 제작 모티브가 되는 헐리우드 팔씨름 영화의 대표격인 &amp;#39;Over the Top&amp;#39; 이 국내서도 꽤나 알려져있고, 이 영화의 스토리도 비슷하게 흐르는데 국내 첫 팔씨름 소재로서 &amp;#39;가족&amp;#39; 보다는 좀 더 팔씨름 대회 그 자체에 포커스를 맞췄다면 더 좋았을거라고 생각한다.",8
범죄도시2,user_3720,웃음코드 많아서 재밌고 손석구 배우님 연기 대박이네용!!,10
범죄도시2,user_4123,그냥 계속 재미있다,10
사이버 지옥: N번방을 무너뜨려라,user_9805,‘견뎌내준’ 피해자들이 참 고맙다..,10
범죄도시2,user_3216,믿고봤다…역시는 역시다…최고,10
범죄도시2,user_7021,오늘 보고 왔는데 코믹과 잔인함의 조합이 아쥬~ 지루함 없이 넘 재미있었어요!,10
범죄도시2,user_9326,구씨  연기력이 너무 좋았음,10
범죄도시2,user_5998,킬팅타임용입니다. 마동석 시원한 액션 본다고 생각하시면 됩니다 ,8
범죄도시2,user_6006,적당한 웃음과 통쾌한 액션!,10
닥터 스트레인지: 대혼돈의 멀티버스,user_1702,무한 창의력으로 사로잡아 버리는 마블의 매력!,10
닥터 스트레인지: 대혼돈의 멀티버스,user_7000,매우좋았습니다. 연출도 좋고 화면구성도 좋고 너무 만족하며 봤습니다. 빨리 다음 이야기 나왔으면 좋겠습니다. 짱짱짱,8
코다,user_1449,남들과는 다르지만 틀리지 않은 가족의 특별한 사랑. 오디션 장면은 알고 봤는데도 눈시울이 붉어지더라,8
범죄도시2,user_4773,너무 네이버 알바들이 많은거같아서 굳이 원래 평점 잘 안다는데 답니다.영화보고 아무리 생각해봐도 1편을 따라잡을 순 없어요. 절대.알바생들 아무리 날뛰어도 며칠이면 영화 다 들통납니다.1편의 장첸이랑 그 주변 캐릭터들 못 따라가요.. 그게 팩트입니다...,6
범죄도시2,user_4861,윤계상보다 카리스마는 떨어지지만 재밌었어요,10
범죄도시2,user_1107,넌 뭐야?? 까불이인데요 까불지말고 일루와,8
범죄도시2,user_4444,손석구님 본업 같은 눈빛 지렸다 진짜..,10
범죄도시2,user_5066,"범죄도시1을 너무 재밌게 보고 개봉일에 바로 봤는데, 역시 마동석의 액션은 너무 좋음~ 3탄도 나왔으면 좋겠네!",10
범죄도시2,user_7503,일단 보세요. ㄷㅐ 존 잼.,10
범죄도시2,user_7219,내려간다 다시올라온다,10
범죄도시2,user_4646,1편 만큼 재밌었다!! 시간 후딱 지나가 버림 ㅜㅜ 마동석 주먹 타격감은 진짜 담배보다 좋아,10
범죄도시2,user_5572,재밋어요 개쫄림주의 ㅋㅋ,10
범죄도시2,user_4446,잘만들었네요 재미있어요~,10
광대: 소리꾼,user_7128,이건. 한 2년 동안 틀껀가요?,4
범죄도시2,user_2613,왜 강윤성 감독이 안하고 각본도 안쓰고 괜히 기대했다가 악인전 같이 실망만 진선규같은 캐릭도 없고  장첸보다 훨씬 약하고 쌍둥이킬러는 활용도 못하고 어설프게 끝내고 버스에서 액션도 대충 하다말고 모든게 범죄1 발끝에도 못미치네,6
범죄도시2,user_9700,진짜 시간가는줄도 모르고 봤습니다 액션최고 역시 마동석은 최고입니다!!,10
데드캠핑 더라이브,user_7478,무슨 생각으로 영화를 만들었을까..,1
범죄도시2,user_5902,범죄도시1보다 훨씬 스토리나 연기력이 뛰어나다,10
범죄도시2,user_2522,재밌어요! 기대했던거보다 훨씬 재밌었어요!,10
겟 아웃,user_7193,너무 스릴 넘쳤다. 무서운 부분이 나올 때마다 너무 무서웠지만 동시에 신이 났다. 넷플릭스로 본 영화 중 가장 재미있었다,10
범죄도시2,user_2573,재밌었어요! 조아요 액션신,10
범죄도시2,user_6837,초반에 조금 잔인한거같았지만너무 재밌게잘봣어요~~~대박날거같아요배우들 연기너무잘해서 더잼낫슴,10
범죄도시2,user_9044,여기가 1점짜리 평점은 무조건 게시중단하고 본다는 범죄도시2인가요? ,1
신비한 동물들과 덤블도어의 비밀,user_5928,스토리가 너무지루합니다,4
범죄도시2,user_9105,손석구가  나쁜놈 맞는데 끌리는 이유는ㅎㅎㅎ,8
범죄도시2,user_6442,"타격감이나, 액션의 호탕함?이 보는 이로 하여금 시원시원하게 느껴지게하고,중간중간 마동석 특유의 웃음 포인트가 존재해서 재밌게 봤어요.하지만 좀 아쉬운점이라면 1편은 장첸 대 마동석의 비중이 5대5정도였다고 본다면2편은 마동석의 비중이 더 높다는 점이랄까요?",9
범죄도시2,user_8312,동석이형만이  살릴수잇는  스토리다 ,10
닥터 스트레인지: 대혼돈의 멀티버스,user_9103,돈아깝다. 진짜 마블은 엔드게임 이후론PC사상 떡칠하고 거기에만 집중해서 스토리고 나발이고 대충 만드는 느낌이됫다. 그리고 닥스 이새낀 웰케 허접으로 나오는지 모르겟네. 뭔 영화 초반부터 한대 맞고 날라가는게 아주 예술이엿네.연출도 진짜 음표공격 누가 생각햇냐? 진짜 영화 보다가 소리지를뻔햇다. 아니 적당히 해야지 이 새112039끼들아 뭔 저능아를 만들어놧어 얘를ㅋㅋ 완다비전 안본 입장으로 완다 이년은 왜 갑자기 저래됫는지도 모르겟는데 분량은 닥스보다 더 나와서 &amp;#39;닥스2&amp;#39; 가 아니라 &amp;#39;완다 더-빌런&amp;#39; 이라고 제목을 지었어야한다. 그리고 억울하게 스칼렛요한슨 닮은 저 친구는 엄마가 짝수다. 뭐지? 레즈비언옹호를 상징하는것인가?초반부터 엄마들!! 이러는거 보고 얼탱이가 없어서 웃음 나왔다. 레즈비언이 소수지 일반적인 이성애자가 소수냐 대체 내가 그거 보고 무슨감상을 느끼길 원해서 애112325미를 짝수로 만들어놧냐.저년은 우주를 73번 돌때까지 능력 못쓰다가 갑자기 닥스가 &amp;#34;너 안죽일꺼야...너 자신을 믿어..&amp;#34; 한마디 햇다고 완다랑 1:1 약간 약하게 싸운다ㅋㅋ 웡이랑 닥스 한방에 보내더만 그러고 나서 마지막에 마법 왜 배우는거냐? 이미 닥스보다 쎄면서? 그리고 진짜 구닥다리 호러연출 쓸 생각한거 누구냐? 적당히 해야지 B급 감성만 오지게 발라놔서 영화 전체에서 마이너한 똥냄새가 풀풀낫다. 진짜 초등학교때 부터 엔드게임까지 마블보면서 행복했는데. 스파이더맨이랑 닥스2가 염병을 떨면서 훼손하고 있다. 스탠리 할배 돌아가시고 억제기 없어지니까 그냥 pc영화사가 되버렸네 이제 마블은 안볼련다. 잘가라 마블 유니버스! 너넨 스탠-리 할아버지랑 함께 저물었다! 뒤로 나오는건 동인영화랑 팬픽 같은거라 생각하기로 햇다.,1
범죄도시2,user_7676,"손석구 배우님의 재발견..! 마동석 배우님의 믿고 보는 액션 연기에, 그걸 잘 받아서 합을 맞추는 손석구 배우님의 연기가 매우 좋았습니다! 진짜 재밌어요",10
겟 아웃,user_7238,전 시리즈를 못보고갔지만 그래도 재미있습니다,8
범죄도시2,user_8105,역시 마동석 연기야 매끄럽지만 1편이 워낙 강렬해서 인지 1편 만큼은 못한듯하다. 뭔가 1편을 넘고 싶기위해 여기저기 여러요소를 넣었지만 살짝 부자연스런 느낌이 있다. 하지만 화끈한 액션과 손석구의 발견! ,8
범죄도시2,user_2709,천만갈거같은은데완존 재밋음 꼭들 보세요후회안할 겁니다 강추!!!!,10
범죄도시2,user_9336,우리는 마동석을 이기려는 빌런을 보려는게 아니다.얼마나 버티는지를 보려는 것이다.,10
범죄도시2,user_8543,그냥 보세요 ㄹㅇ… 액션 오지고 스토리 깔끔하고 부족한 부분 없습니다. 속편 대성공!!,10
범죄도시2,user_7638,진짜 재밌게 봤어여영화라 뻥이크지만 재밌었어요,10
닥터 스트레인지: 대혼돈의 멀티버스,user_5917,"연출, 음악이 촌스러움. 방대해진 세계관에 즐길 요소가 많아졌다는 느낌 보다는 피로함을 느낌",5
범죄도시2,user_8074,오래만에 웃으면서 재미있게 봤어요 ^ ^잔인하지만ㅎㅎ 시간 가는줄 모르고 봤어요,10
겟 아웃,user_1990,마지막 복수극이 진짜 좋았다..,10
범죄도시2,user_1219,매우 재밌음 시즌 3 나오면 좋겠음,10
봄날,user_2569,40대 미만은  이해 못할  스토리지  인생  중반 이상 살아온 분이라면  공감대  형성은 될듯  42살이고  철없이  살았었고  동네  건달도  해보고  결국엔  남는게 뭐있더냐 하는 영화  애비로서  자식앞에 서는게  부끄럽고  안보이는곳에서 응원하는 말년이 외롭고 쓸쓸한  좀  살아보신분들니 보면  참 많은 생각을 들게하는 영화입니다.  젊은사람들은  전혀 공감못할  재미없는 스토리 임은  분명하네요.  전 보면서  아버지 어머니 생각이  좀 많이 나는군요   손현주 배우의 연기는  진짜 누가 따라 갈성 싶나 싶구요. 인생의 교훈  삶의 중요한 의미를  찾을수 있는  영화 였네요  참  생각이 많아지는 영화입니다,10
닥터 스트레인지: 대혼돈의 멀티버스,user_2990,재미있다구우우우우ㅜㅇ,10
범죄도시2,user_3913,굿귯귝귯굿굿굿굿국굿,10
범죄도시2,user_9652,올여름 최고의 레전드 오브 걸작이 될거라던 닥터2는 무슨; 막상 뚜껑 열어보니 마동석 형님의 싸다구 한방 맞고 닥터님은 물론 마블 전체가 뻗어버렸죠잉 :),9
범죄도시2,user_6176,"역시 마동석이고, 손석구님 연기 넘 좋았어요 !",10
범죄도시2,user_6195,싸움구경이 제일 재밌다,10
범죄도시2,user_6677,"관객수 10,000,000명 각",10
닥터 스트레인지: 대혼돈의 멀티버스,user_4627,액션은 좋으나 마블 특유의 재밌는 갬성보단 무서움이 더 많이 남았음..,6
범죄도시2,user_3811,"배우들의 멋진 연기와 유쾌하고 긴장감있는 스토리, 재밌게 봤어요",7
범죄도시2,user_7738,그냥 미쳤음 15세라고 하기에는 조금 잔인함 너무웃겨서 영화관 시작부터 끝까지 계속 웃음,10
범죄도시2,user_8706,개웃김 진짜 두시간내내 처웃음,10
범죄도시2,user_2897,1편보다 재밌는듯. 빌런이 1편보단 개성이 약하지만 연기 하나는 일품. 또한 시원한 마동석의 펀치는 여름 더위와 스트레스를 한방에 날려줌. 자주 나오는 범죄도시식 깨알유머 및 드립은 더욱 영화를 재미지게 만들어줬음.  웃다 오시라.,9
범죄도시2,user_6105,1.기대 안하고 남친이랑 갔음2.주변 과객들이 웃었지만 나는 그냥 자냥 웃겼음3.헙! 뭐지 재이밌다..4.원 보다 투가 더 스토리도 탄탄하고 잼미도 가득하다는걸 느끼면서 봤음5. 두번볼꺼다! 주위 친구들한테 추천도함 마블리 사랑한드아참고로 이런 후기 글 처음 써봄 ,10
범죄도시2,user_6155,유머 + 액션 좋고 신파 없어서 쾌적,9
티탄,user_2325,기억을 지우고 싶은 영화,2
범죄도시2,user_4226,역시나 시원시원하다!,10
맨 온 파이어,user_8963,이퀄라이저 이전 최고의 명작,10
범죄도시2,user_7484,처음부터 끝까지지루한거 없었음ㅋ 역시 마동석^^,10
범죄도시2,user_1403,개인적으로 1편보다 재미있는것 같아요!!,10
범죄도시2,user_7962,시원시원한 오락영화!! 스트레스 받을때 보면 좋은 영화.,7
범죄도시2,user_3225,정말 최고였다 지루할틈이 없었고 너무나 시원시원한 액션이다 다만 3가 나오게된다면 빌런이랑 마동석이 덩치가비슷해서 서로타격주고받는장면을 보고싶다,10
범죄도시2,user_8381,영화관에서만 느낄수 있는 즐거움이 있는영화마동석이 마동석한 영화,10
범죄도시2,user_7459,잼나요 생각없이 보기에 꿀잼,10
범죄도시2,user_2313,웃고 즐기기 좋은 영화였습니다 간만에 웃고 가볍게 봤습니다 재밌었습니다,10
범죄도시2,user_9182,그냥 손석구는 물건이자. 그냥 압도적임,10
범죄도시2,user_8571,길가메쉬 보다 세 보이는 마석도 형사,10
범죄도시2,user_2354,평점 처음 다는데 넘 멋져요..,10
범죄도시2,user_1590,장첸(윤계상) 너무 압도적이라서 1편에서 약간 1편보단 못함,10
범죄도시2,user_1335,관람객)) 너무 재밌어요ㅠㅠ 어제 보고 왔는데 아직 그 여운이 가시질 않아서 다시 보러갈 예정입니다. 마동석 손석구 연기가 영화 완성도의 9할. ,9
닥터 스트레인지: 대혼돈의 멀티버스,user_9013,ㅋㅋㅋㅋ 다들 쿠키에서 웡이 나체로 달리는걸 기대한듯,10
아저씨,user_6546,종석의 재평가가 시급합니다!,10
